miRNA_ID	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped
hsa-mir-1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1207	0	0	0	0	0	0.235277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-122	1.946033	0.117718	0	0.23842	0.209567	0.235277	0	0	0.687249	1.207877	1.942177	1.044622	1.409553	0.223044	0.640488	0	0.130541	0.528621	0	0.750207	0	0.808361	0.464568	0.145826	0.435494	0	0.874663	0.163393	3.747032	0.300617	0.193183	0.29192	0	2.193199	0.166014	1.967606	0.191788	0.677426	0.716212	0	0.154099	0.851747	2.052419	0.537316	0.171715	0	0	0.850378	0.669096	1.447989	1.39332	0	0	1.080711	0	1.126358	0	0	0	0	0.231983	1.008981	0	0	0.126998	0.214159
hsa-mir-1224	1.112019	0	0	0.476841	0	0	0.967111	0	0	0	0	0.522311	0	0	1.921464	0.18033	0.261082	0	0.93761	0	0	0.323345	0.929136	0	0	0	0.145777	0	0	0	0	0	0	0	0	1.124347	0	0.406455	0	0.127765	0	0.681398	0.293203	0.402987	0.171715	0.550004	2.655614	5.244001	0	0.965326	0	0	0.259316	0	0.551858	0.125151	0.403396	0.349068	0	0	0.463966	0	0.321413	0	0.253997	0
hsa-mir-1225	0	0	0	0	0	0	0	0	0	0.172554	0	0.261156	0	0	0	0	0	0	0	0	0	0.323345	0	0.145826	0	0	0.145777	0.49018	0	0	0	0	0	0	0	0	0	0	0	0	0.154099	0.170349	0	0	0.171715	0	0	0	0	0	0.253331	0	0	0	0	0	0	0	0	0.151154	0	0	0	0	0	0
hsa-mir-1226	0.278005	0.235436	1.214099	0.715261	0	0	0.161185	0.479058	0.171812	0.345108	0.149398	0	0	0	0.320244	1.262311	0.130541	1.938276	0.234403	0	0.198563	0.161672	0.464568	0	0.435494	0.117476	0.145777	0.326787	0	0	0.386365	0	0.137594	0.199382	0.498041	0.281087	0.767151	0	0.477475	0.383295	0	0.170349	0	0.537316	0.171715	0.137501	0.737671	0.14173	0.223032	0.643551	1.899982	0	1.037266	0.270178	0.183953	0.125151	0.403396	0.349068	0.446776	0.302308	0	0.50449	0	0.588596	0	0.428318
hsa-mir-1227	0.139002	0	0	0.11921	0	0	0.161185	0.119765	0	0	0	0.261156	0	0	0.320244	0	0	0.176207	0	0.250069	0.198563	0	0.309712	0	0	0	0.291554	0	0	0.300617	0	0	0	0	0	0.562173	0	0	0	0	0.308198	0.170349	0.146601	0	0	0	0.147534	0.14173	0.446064	0	0.126665	0.219953	0	0	0	0.125151	0	0	0	0	0	0	0	0.196199	0	0
hsa-mir-1228	0.278005	0	2.428198	0.476841	0	0	0.161185	0	0	0.172554	0	0	0.604094	0.223044	0.640488	0.18033	0.391624	0.704828	0	0.250069	0.198563	0	0.309712	0	0	0.117476	0	0.326787	0	0	0.193183	0	0	0.398763	0	0.281087	0.191788	0.27097	0	0.127765	0.154099	0.170349	0	0.134329	0.171715	0	0	0	0.223032	0.160888	0.379996	0	0.777949	0	0.367906	0	0.201698	0.116356	0.893552	0.151154	0	0.756736	0	0.980994	0.253997	5.353978
hsa-mir-1229	0.139002	0	0.809399	1.072892	0.209567	0	0.161185	0.598823	0	0.345108	0	0.261156	0.201365	0.446088	0.480366	0.54099	0.261082	0	0	0.250069	0.397126	0.323345	0.464568	0	0	0	0.583108	0.98036	0	0.300617	0.579548	0.14596	0.275188	0.598145	0.166014	0	0	1.896792	0	0.127765	0	0.340699	0	0.268658	0.171715	0	0	1.133838	0.446064	0.804438	0.506662	0	1.166924	0.810533	0.183953	0.500603	0.201698	0.465424	0.223388	0.302308	0.463966	0	0.321413	0	0	0.642477
hsa-mir-1231	0	0	0	0	0	0	0.32237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191788	0	0	0	0	0	0	0	0	0	0.147534	0	0	0	0	0	0	0	0	0.250302	0	0	0	0	0	0	0	0	0.126998	0
hsa-mir-1233-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1233-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1234	0.139002	0	0	0	0	0	0	0.119765	0	0	0	0	0	0	0.160122	0	0	0	0	0	0.198563	0	0	0	0.653241	0	0	0	0	0.150309	0	0	0	0	0	0.281087	0.191788	0	0	0	0	0.340699	0	0	0	0.137501	0	0	0	0	0.126665	0	0	0.270178	0	0	0.201698	0	0	0	0.231983	0.252245	0.321413	0	0	0
hsa-mir-1236	0	0	0.4047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214159
hsa-mir-1237	0	0	0	0	0	0	0	0.119765	0.171812	0	0	0	0	0	0	0.18033	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150309	0	0	0	0	0	0	0.191788	0	0	0	0	0.340699	0	0	0	0	0	0	0	0	0.126665	0	0	0	0	0.250302	0	0	0	0	0	0.252245	0.321413	0.196199	0	0
hsa-mir-1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154856	0	0	0	0.145777	0	0.267645	0	0	0.14596	0	0	0	0	0	0.135485	0	0	0	0.170349	0	0	0	0	0	0	0.223032	0	0.506662	0	0.129658	0	0	0	0.201698	0	0	0	0	0	0	0	0	0
hsa-mir-124-1	0.139002	0	0	0.11921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154099	0	0	0	0	0	0	0.566919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126998	4.069023
hsa-mir-124-2	0	0	0.4047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170349	0	0.268658	0	0	0	0.425189	0	0	0	0	0	0	0	0	0	0	0.223388	0	0	0	0	0	0	2.784069
hsa-mir-124-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160122	0	0	0	0	0	0.198563	0	0	0	0	0	0	0	0	0	0	0	0	0.199382	0	0	0	0	0	0	0.154099	0	0	0	0	0.137501	0	1.133838	0	0.160888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.640705
hsa-mir-1243	0	0	0.4047	0	0	0	0.161185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161672	0	0	0	0	0	0	0	0	0	0.14596	0	0	0	0	0	0	0	0	0	0.170349	0	0	0	0	0	0.14173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1244-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1244-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1244-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1244-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1245a	0.139002	0	0.4047	0	0	0	0	0	0	0	0	0	0	0.446088	0.160122	0.18033	0	0.176207	0	0	0.397126	0	0.154856	0	0.217747	0	0.145777	0.163393	0	0	0	0.58384	0	0	0	0.281087	0.575363	0.135485	0	0	0	0	0	0	0	0	0.147534	0	0.223032	0	0	0	0	0	0.183953	0	0.403396	0	0.223388	0	0	0	0	0.980994	0	2.998228
hsa-mir-1245b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217747	0	0	0	0	0	0	0	0	0	0	0.281087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231983	0	0	0	0	0.214159
hsa-mir-1246	0	0	0	0	0.209567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1247	0.139002	6.592202	0.4047	7.510243	2.933939	1.646939	0	5.389407	1.54631	13.459196	0	0	0	0.223044	0	0.54099	0	17.973103	0	0	0.198563	0.646689	0	12.249412	0.435494	0.117476	2.186657	3.758048	2.408807	0	3.67047	2.919199	0.275188	3.190107	0.166014	0	0	0.135485	0	1.405416	0	0.170349	0.733007	0	0	0	0.442602	0	6.021862	0.321775	10.38657	0.219953	3.63043	3.242132	4.598819	0.125151	0.201698	1.163561	0.446776	3.930002	1.391897	0	0.964238	4.316374	0.253997	0
hsa-mir-1248	0.834014	0	0.4047	0	0	0.235277	0.32237	0.119765	1.030873	0.172554	0.746991	0.261156	0.402729	0	0.480366	0.36066	0.391624	0	0.468805	0.250069	0.397126	0.161672	0.309712	0.145826	0.870988	0.234952	0.437331	0.653574	0.53529	0.150309	0	0.43788	0	0	0.332027	1.124347	1.534302	0.677426	0.238737	0.51106	0.770496	0.340699	0	0.134329	0	0.137501	0.442602	0.425189	0.223032	0.321775	0.126665	1.319719	0.388975	0	0	0.625754	0.403396	0.116356	0.446776	0	0.231983	1.513471	0	0.980994	1.015987	0.214159
hsa-mir-1249	0.834014	1.059461	1.618799	0.715261	0.209567	0.470554	0.967111	0.239529	1.718122	0.172554	0.448195	1.566933	0.402729	0.446088	0.480366	0	0.391624	0.352414	1.87522	0.500138	0.59569	0.323345	0.309712	0.729132	0.435494	1.644663	0.437331	3.758048	2.141161	0.300617	0.965913	0.14596	0.275188	1.395672	0.498041	0.84326	0.383576	1.896792	1.432424	1.022121	4.468877	1.022097	0.733007	0.671645	1.030291	0.412503	1.475341	0.992108	1.11516	0.321775	0.633327	0.659859	1.42624	1.080711	0.183953	0.625754	0.605094	0.349068	0	0.151154	0.463966	0.252245	0.321413	2.158187	0.126998	4.711501
hsa-mir-1250	0	0.117718	0.4047	0	0	0.470554	0	0	0	0	0	0	0.201365	0	0.320244	0	0	0	0.234403	0	0	0	0	0	0	0	0.291554	0	0	0	0	0	0	0	0	0	0	0	0.238737	0	0	0.170349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1251	0.55601	1.765768	0	0	0.838268	0.470554	0.483556	0.119765	0.171812	0.345108	0.149398	2.089244	1.208188	2.007394	0.160122	0.18033	0	0.704828	0	0	0.992816	0.323345	0.619424	0	0.217747	0	0.583108	0	0.53529	1.653396	0.579548	0.14596	0.68797	0.199382	0	2.52978	16.301963	0.948396	0.477475	2.683067	0.154099	0.170349	0	0.268658	0	0	0.737671	0.283459	0.223032	0.160888	0.253331	0	0	0	0	0	0.403396	0	3.797596	0.151154	0	0	0	0.196199	0.380995	0
hsa-mir-1252	0	0	0	0	0	0	0	0.119765	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161672	0	0.145826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214159
hsa-mir-1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1254-1	0	0.117718	0.4047	0	0.209567	0.235277	0	0.119765	0	0	0	0	0	0.223044	0	0.18033	0.391624	0	0.234403	0.250069	0	0	0.154856	0	0	0	0	0	0	0	0	0.14596	0	0	0	0	0.191788	0.135485	0	0	0.308198	0.340699	0.146601	0.134329	0.171715	0	0	0.283459	0	0.804438	0	0	0.129658	0	0.367906	0	0	0.116356	0.223388	0	0.231983	0.252245	0.321413	0.196199	0.253997	0.214159
hsa-mir-1254-2	0.139002	0	1.618799	0	0.209567	0.470554	0.32237	0	0.171812	0.345108	0	0	0	0	0	0.18033	0.391624	0	0.234403	0	0	0	0.154856	0.145826	0	0	0	0.163393	0.53529	0.150309	0.386365	0.14596	0	0.398763	0.166014	0	0.383576	0.135485	0	0	0.154099	0.340699	0.146601	0	0	0	0.147534	0	0	0	0.126665	0	0	0	0	0	0.201698	0	0	0	0.231983	0.252245	0	0	0.126998	0.214159
hsa-mir-1255a	0	0.470872	0	0	0.209567	0	0	0.119765	0.343624	0	0	1.044622	0.402729	0.223044	0	0.18033	0	0.352414	0.703208	0.750207	0.198563	0	0.464568	0.145826	0	0.469904	0	0.653574	0.267645	0.300617	0.193183	0	0.275188	1.595054	0.166014	0	0.383576	0	1.432424	0.383295	0.154099	0	1.172811	1.611947	0	0	0.147534	0	0.223032	0.482663	0.253331	0	0.129658	0.270178	0.367906	0.125151	0.403396	0.465424	0	0.151154	0	0.50449	0	0.196199	0.126998	0.428318
hsa-mir-1255b-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1255b-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1256	0	0	0	0.11921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117476	0	0	0	0	0	0	0	0	0	0	0.383576	0	0	0	0.154099	0	0	0	0.34343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196199	0	0.428318
hsa-mir-1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1258	3.753064	0.941743	0	0	0.838268	0.941108	2.256593	0	2.061747	4.313845	0	4.178488	2.013647	1.338263	4.803659	5.049244	4.568942	2.466896	0.468805	4.751311	3.971264	3.880134	1.083992	2.333221	1.306482	6.696126	3.06132	7.352703	2.408807	4.208645	3.090922	3.211119	0.963159	14.355484	1.992163	1.405433	1.150727	0	0	4.599543	1.078694	6.302929	4.984446	7.925407	6.010028	2.750018	0.442602	2.834595	2.899415	2.574203	0.126665	1.319719	0.129658	2.971954	3.495103	4.630582	1.411886	9.192133	2.904044	4.081156	3.24776	4.792658	2.892714	3.139181	0.634992	0.214159
hsa-mir-125a	708.634175	1065.229253	775.404619	699.883162	970.714678	762.532615	1055.602138	1199.203038	788.274435	655.531885	955.103131	1085.101182	782.503181	1414.097797	1149.355533	1190.539521	1118.085493	569.676874	1055.983288	691.190769	1490.018228	1013.685072	1032.115277	882.832624	1121.396751	1096.755034	597.686196	575.144791	953.352122	912.674679	896.75374	867.293954	815.520173	1095.203773	1105.982399	991.954738	613.912747	1962.908774	786.400946	688.270551	2833.268047	926.01946	878.435365	1373.378935	1097.602857	960.306242	1106.358381	869.795436	473.050718	1118.169253	1085.776605	812.286934	590.074458	1280.101846	702.147722	1215.840696	837.046762	1001.0116	1245.834931	977.059064	1108.646164	607.910863	1700.594453	806.18089	884.797285	1350.059161
hsa-mir-125b-1	433.826454	148.206833	514.778014	316.383906	1556.873779	1071.215982	153.448349	92.098985	966.959137	346.48803	1277.803391	1845.063743	1063.406921	1200.198777	637.445581	468.858339	180.799581	242.284473	1716.295147	266.323505	1237.048715	387.366736	1792.767977	208.969136	1339.796934	239.533367	526.546961	286.265248	1446.354539	468.662657	370.910638	341.546256	883.35406	327.38478	452.885017	1406.838613	1369.940254	1141.191372	2862.938719	516.937563	1342.974602	1127.883526	195.419616	85.03021	264.612954	1173.020125	1026.83749	1108.043135	268.307408	1935.800353	232.811176	1617.535368	137.567348	1102.595111	356.868373	392.097674	377.376986	213.513459	487.879413	43.532335	420.120988	101.654804	673.35955	353.354048	210.944207	302.821011
hsa-mir-125b-2	462.460946	167.630286	502.637023	353.219862	1588.518407	1085.567876	159.089832	103.117329	1016.784679	351.49209	1348.319374	1867.261962	1085.959767	1208.674442	632.962165	487.071682	193.070455	274.17792	1789.897533	277.076473	1229.106188	390.923525	1834.733954	244.259109	1355.474713	243.645024	544.040216	321.394831	1456.792701	480.687356	396.410744	365.045806	877.29992	340.743355	489.075975	1396.438407	1384.132551	1156.230223	2881.798972	555.905916	1416.634023	1136.060298	199.964259	87.985446	273.713854	1233.933021	1059.442531	1122.641298	264.515866	1994.846125	240.411106	1612.036539	140.808803	1118.265416	380.598281	439.905306	372.93963	213.629815	514.685975	39.90464	434.271944	97.114391	723.178514	381.999074	231.13694	340.298859
hsa-mir-126	1838.584589	4230.663511	6505.142924	1753.582237	3529.528629	2576.988502	4446.133666	2167.380144	3985.527914	2871.467781	2098.149284	6287.841435	2641.300623	2407.311912	3622.279307	4445.137714	2055.89357	3022.300568	1855.530235	2501.690467	2375.014396	3294.233975	2398.564671	4015.473924	4930.226259	4000.759364	2508.095368	3263.293116	2301.213236	2835.875029	2033.247116	3409.62416	1698.599044	2782.770628	1305.696722	3814.064563	2435.129695	5119.712641	3448.561524	3062.529258	2963.481878	2671.760342	2790.117133	2431.622211	5172.573666	1444.309388	2928.847391	2306.651575	2737.047811	4407.839284	4026.316023	3072.085461	3653.638352	3261.584949	3336.535338	1785.02685	1376.185556	3147.083662	3171.216187	5244.890543	1539.206382	4627.437666	1992.115747	3694.227301	4524.442096	3788.260867
hsa-mir-1260a	0.139002	0	0	0	0	0	0	0	0	0.172554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1260b	0	0.235436	0	0.23842	0.209567	0.235277	0	0	0.171812	0	0.149398	0	0	0	0	0.36066	0	0	0	0.250069	0	0	0	0	0	0	0	0.49018	0	0	0	0.14596	0	0	0	0	0	0	0	0.127765	0	0	0.293203	0	0.171715	0.412503	0.147534	0.566919	0	0	0	0	0.129658	0.270178	0.183953	0.125151	0	0.116356	0	0	0.231983	0	0	0.784795	0	0
hsa-mir-1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1262	1.807031	3.060665	0	0.953682	1.886104	0.941108	0.805926	0.359294	1.030873	0.517661	0.746991	1.305778	0.805459	0.669131	0.320244	0.36066	0.652706	0.176207	2.578428	0.500138	1.985632	1.131706	0.464568	0.729132	1.088735	3.054373	0.583108	1.797327	1.070581	0.450926	0.386365	0.87576	0.68797	6.380215	0.498041	1.967606	0.958939	2.032277	0.716212	2.427537	2.00329	2.044193	0.733007	1.343289	0	1.237508	1.917944	1.133838	0.669096	1.447989	0.126665	0.659859	0.129658	1.350888	0.367906	0.750905	1.210188	1.279917	1.340328	0.453462	0.231983	1.261226	0.642825	0.980994	0.507993	0.856637
hsa-mir-1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1264	0	0	0	0.11921	0	0	0	0.119765	0	0	0	0	0	0	0	0.18033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1266	2.085036	0.824025	0.809399	1.668943	5.02961	3.293877	3.223705	4.910349	4.982554	1.725538	1.643381	3.395022	3.4232	1.115219	1.60122	2.704952	5.613272	1.762069	9.610503	10.502899	7.942528	2.586756	2.787408	3.062353	4.354939	3.641753	3.790205	10.293785	2.676452	3.60741	3.67047	3.648998	2.614288	11.763521	1.328109	3.091953	6.328997	7.722653	2.148636	13.79863	1.386893	10.561664	4.544642	3.358223	6.525173	3.987526	2.655614	3.401514	3.122447	2.574203	3.039972	4.838969	3.63043	1.080711	8.64578	1.001207	5.647544	3.257971	2.010492	2.720771	3.943709	5.801639	9.963793	2.746783	1.142985	0.214159
hsa-mir-1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1268a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1268b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1269a	1.251021	0	1.618799	0	0.419134	0.470554	0	0	0	0.862769	0.149398	0.522311	0	0	0	1.803301	0	0	0.234403	0.250069	2.184195	0	0.464568	0	0.217747	0.117476	0	0.326787	0	0	0	0	0.137594	0	0.166014	0	0	0	0	0.638825	0	0	0.293203	0.402987	0	0.137501	0	0.566919	0	0.804438	0.253331	0	0.129658	0.270178	0.367906	0	0.403396	0.116356	0.446776	0.151154	0	0.756736	0	0.588596	0.126998	1990.609122
