miRNA_ID	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped
hsa-mir-1289-1	0	0	0	0.333324	0	0	0	0	0	0.288074	0	0	0	0.176009	0	0.232463	0	0	0	0	0	0	0	0.127967	0.248597	0	0	0	0	0	0	0.208815	0	0	0	0	0	0	0	0	0	0	0	0	0.052847	0.127619	0	0.140361	0	0.298659	0	0.298121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254614	0	0	0	0	0	0	0	0.116346	0	0	0	0	0	0.598774	0	0	0	0	0	0.472957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142084	0	0	0	0	0
hsa-mir-1289-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-129-1	0.312565	0	0	22.332708	0.101223	0.272	0	0	0	0	0.266167	0.178498	0.834654	1.408073	1.179278	0	0	0.145098	0	0.348474	1.123147	0.287387	0.502073	0.3839	1.491581	0.147517	0.794488	0.676002	4.38322	0.576649	0.316391	0.41763	0.183707	0.71442	0	0.492931	0.124474	0.694555	1.091072	0.564546	0.340414	2.332385	0.096118	0	0.052847	0.382856	0	0.140361	0.266948	0	0.272934	0.596242	0	0	0	0	0	0	0.311488	2.283934	30.512114	0.499822	0.98474	5.525523	0	0	20.664378	0.735473	0.522069	0.180228	0.164895	0.279357	0	0.32129	0	0	0.299163	0.404486	0	0	0.182597	0.603868	3.671931	0.143824	5.550253	9.548037	0.181434	1.178451	0	0.142876	0	0.97465	0.224805	0.465386	7.16096	0.267991	0.277776	0.105143	0.374866	1.796323	0.390454	0.449337	0	2.0756	0.187773	0	0	0	0	0	0.180254	0.080738	2.178832	0.55212	0	0.651009	0.353366	0	0.301886	0.289476	0.426252	0.584081	0.680836	0.362565	0.703205	0
hsa-mir-129-2	0.937696	0	0.246271	23.666004	0.101223	0.181333	0.363213	0.315165	0	2.016515	0.443612	0	0.556436	1.232064	1.179278	0.697389	1.069128	0.435294	0	0.232316	1.123147	0	0.251036	1.023734	2.983162	0	0.662073	0.845002	5.531207	3.459895	0	0.208815	0.183707	0.30618	0	0.295759	0.124474	0.463037	1.169006	1.129092	0.340414	2.138019	0	0	0.105695	0.510474	0	0.561445	0	0.298659	0.272934	0.14906	0	0	0.794657	0.18645	0.182659	0.431674	0.155744	2.61021	34.831181	0.799715	2.757272	7.714881	0	0.14962	20.81859	2.206419	0.417655	0.360456	0.494686	0.139679	0.592207	0.401612	0.569401	0	0.747908	0.303364	0	0.156538	0.912987	0.603868	2.906945	0.287648	5.328243	9.548037	0.725738	2.356902	0.197084	0.428629	0.09895	1.461975	0.899219	0.349039	5.256449	2.679907	0	0.105143	0.468582	5.987744	0.278896	0.224668	0	2.421533	0.375545	0	0	0.38278	0.483604	0.596676	0	0.161476	3.268248	0.9202	0.170154	0.217003	0.235577	0	0.603771	0.289476	0	0.817713	0.817003	0	0.301374	0.274277
hsa-mir-1290	0	0	0	0.333324	0	0	0	0	0	0	0.088722	0	0	0	0	0	0	0	0	0	0.748764	0	0	0	0	0	0	0	0	0	0.158195	0.208815	0	0	0	0	0	0	0	0	0	0	0.096118	0	0	0	0	0	0	0	0.136467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.362869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172967	0	0	0	0	0	0	0	0	0	0	0	0.434006	0	0	0	0	0	0	0	0.362565	0	0.274277
hsa-mir-1291	0.62513	2.126415	0	9.333072	0.202445	0	0	0.315165	0.812476	0.288074	0.798502	0.059499	0.945942	0.704036	0.589639	0.464926	0.356376	0	0.473389	0	3.743822	0.574774	0.753109	0.639834	2.734565	1.180132	0.662073	0.169	0.208725	0.576649	0.949172	0.41763	0.27556	0.5103	4.514159	1.183034	0.373422	0.231518	0.077934	0	0.680827	0.194365	0.576707	0.979056	0.528473	0.127619	0.228357	0.140361	0.133474	0.597318	0.682334	0	0.289514	0.108784	0.595992	0.18645	2.739888	0.431674	0.155744	0.489414	0	0.199929	1.575584	0.417021	0.501918	0.448859	1.387906	1.838682	0.313241	0.45057	0.412238	0.093119	1.480518	0.240967	0	0.466658	2.393305	0.303364	1.00106	0.313076	0.547792	0.966189	0.917983	0	1.110051	0	0.907172	2.142638	0.689792	0.428629	0.09895	0	2.472851	0.465386	0	0.803972	2.222209	0.946286	0.281149	7.784068	0.167337	2.246685	2.79884	2.421533	0.938864	1.891826	0.595741	0.57417	0.967209	2.983381	1.261775	0.484428	1.452555	0.55212	1.531389	4.774065	0.706732	0.334172	0.452828	0.192984	0.142084	0.350449	0.476585	1.450259	0.200916	1.371384
hsa-mir-1292	5.001044	0.303774	0.492543	0.999972	0.40489	0.272	1.816066	1.890992	1.895776	0.288074	0.088722	0.178498	0.723367	0.704036	0.786186	1.627241	1.425505	1.305882	0.591737	0.696948	1.123147	0.287387	1.757254	0.3839	0.248597	0.885099	0.926902	2.197006	0.208725	1.153298	0.474586	0.41763	1.194095	0.61236	6.018878	0.985862	0.248948	2.083666	0.701404	2.258184	0.510621	1.166192	0.768942	0	0.951251	1.020948	0.228357	0.701806	0.266948	1.493295	1.228201	1.043423	1.737084	1.305412	0.993321	1.398372	0	1.079185	0.311488	0.815691	1.950546	0.399857	0.787792	1.146807	0.501918	1.047338	0.154212	0	1.044138	1.171482	0.824476	0.558714	1.480518	0.32129	0.759201	4.199926	0.299163	1.213458	0.834217	0.626151	0.456493	2.415472	1.223977	0.143824	1.110051	1.018457	1.814344	0.214264	0.197084	1.428763	0.3958	0.97465	1.124023	1.279811	0.609443	1.607944	0.555552	0.210286	1.405746	8.981616	0.278896	1.123342	4.198261	2.0756	0.844977	4.729566	0.893612	0.38278	0.725407	1.193352	0.360507	0.80738	0.363139	0.55212	1.361235	0.651009	2.237984	0.334172	1.358485	0.771935	0.568335	1.51861	0.408501	0	1.004579	0.82283
hsa-mir-1293	0	0	0	0.333324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077934	0	0	0.194365	0.096118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139325	0	0	0.104255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156538	0	0.120774	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267991	0	0	0	0.598774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1294	0.312565	0	0	0	0	0	0	0	0	0	0	0	0.055644	0	0	0	0	0	0	0	0	0	0	0.127967	0	0	0	0.169	0	0	0	0	0.183707	0.10206	0	0	0	0	0	0	0	0	0.096118	0	0	0.127619	0	0	0.133474	0	0	0	0	0	0	0	0	0	0	0	0.139325	0.099964	0.393896	0	0	0.14962	0.308424	0	0.208828	0.180228	0.247343	0	0	0	0	0	0	0.101121	0	0	0	0	0	0	0	0.127307	0.181434	0.214264	0	0	0	0	0.449609	0.232693	0	0.535981	0	0.105143	0.187433	0	0.055779	0	0	0	0.093886	0	0	0	0	0	0	0	0.363139	0	0	0	0	0	0	0	0	0	0.068084	0	0	0
hsa-mir-1295a	0	0	0	0.999972	0	0.090667	0	0.945496	0	0.288074	0	0.118999	0.055644	0.176009	0	0.232463	6.058394	0.435294	0.236695	0.116158	0	0.862161	0	0.3839	0.248597	0	0	0.169	0.521812	0.288325	0	0	4.408965	0	0	0.098586	0.746845	0	1.013138	1.693638	0.680827	0.971827	0.192236	0.685339	0	0	0	0.421084	0	0	0	0	0	0.108784	0	0.18645	0.730637	0	0	0.652552	2.507845	0	0	0.834041	0	0	0	0	3.132414	0.180228	0.082448	0	0.148052	0.240967	0.0949	0	0	6.87626	0.166843	0	1.734675	0.362321	0.764986	0.431472	0.44402	6.874586	1.995778	1.71411	0	0.142876	0	1.461975	0.224805	0.465386	0	4.823832	0.277776	3.259428	0	0	0.055779	0.898674	0	0.345933	0.469432	0	0	0	0.241802	0	3.244563	0.161476	1.089416	0.55212	0	0	5.064911	0.167086	0.754714	0.192984	2.131258	1.635427	0	0.181282	0	0.548553
hsa-mir-1295b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10206	0.501573	0	0.373422	0	0	0	0	0	0	0	0.052847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148052	0.160645	0	0	0.149582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284168	0	0	0	0	0
hsa-mir-1296	3.438218	41.00944	18.224074	22.666032	5.466018	13.781309	7.264264	10.715621	36.290573	25.35047	4.081233	9.1629	9.515059	22.353153	32.23361	14.877628	17.818807	59.199999	21.065824	26.135567	17.221582	22.990963	46.943796	16.891609	10.689665	3.540396	13.771123	38.194108	7.618454	24.219267	7.276983	0.835261	12.583921	5.919484	21.567647	17.449755	16.057163	11.344402	44.811893	18.347743	3.021171	23.906943	14.033196	3.622508	16.752591	14.803747	11.646213	21.054189	14.014749	24.788699	30.295624	18.781621	8.685418	24.041338	19.270422	14.822741	1.643933	22.015383	14.016951	15.171846	8.080834	12.295612	1.181688	15.429763	14.304662	12.71767	29.300238	5.516046	18.272415	34.423551	6.760706	14.759374	14.509078	3.775156	27.805728	14.93307	2.094142	12.33682	21.522793	13.618789	16.159865	24.396271	25.397521	49.47541	15.984729	17.313773	58.96618	14.355673	9.755635	16.573649	13.259286	22.416946	7.868164	31.878922	10.055816	15.54346	38.055323	7.885714	11.901986	1.197549	15.897047	24.938199	3.265314	16.431833	6.290386	13.715741	26.659411	30.431006	9.430287	1.790028	32.265379	23.010329	12.346715	9.938159	26.714237	29.512403	21.673107	11.863112	15.547109	10.035158	15.345057	22.428707	18.927228	23.747991	13.762736	16.456603
hsa-mir-1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1298	0	0	0	0.666648	0	0	0	0	0	0	0	0.059499	0.445149	0.176009	0	0	0	0.290196	0.118347	0	3.743822	0	0	1.023734	0	0	0.132415	0	0	0.288325	0	0	0.367414	0.10206	0	16.168134	0	0	0	0	0	0.194365	0	0	0	0	0	0	0	0	0	0.298121	0	0	0	0	0.182659	0	0.467232	2.283934	0	0.199929	0.98474	0	0	2.842773	5.551624	0	0	0	0.659581	0.04656	0	1.927739	0	0	0	0.101121	0	0	0	0	0	0	0	2.291529	0	2.785429	0	0	0	0	0	0	0	0	0	0	0	0	0	0.449337	0	0	0	0	0	0	0	0	0.540761	0	0	0.9202	0	0	0.117789	0.334172	0.150943	0	0.142084	0.116816	0.408501	0	0	0.274277
hsa-mir-1299	0	0	0	0	0.202445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133474	0	0	0	0	0	0	0	0	0	0	0.163138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210286	0	0	0.055779	0	0	0.172967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116816	0	0	0	0
hsa-mir-1301	42.508874	30.681136	15.761361	77.997816	13.665045	38.986599	20.703152	19.540249	37.644699	69.42572	33.093475	25.049227	9.960208	60.019097	45.205673	25.105997	22.451697	47.882352	32.427168	32.524261	81.615325	20.979254	64.265303	24.825546	69.60712	7.228309	40.51888	45.630129	32.874153	67.756284	26.576808	15.86995	26.45379	25.515015	27.084952	31.843338	32.238799	55.795936	36.784719	55.607776	13.70165	41.011097	27.778039	21.441333	20.716138	42.624582	23.74914	80.567363	15.216013	50.174716	26.474554	17.589137	38.215841	34.37585	39.931493	23.865545	44.751507	30.43303	28.968366	30.996244	37.060377	27.190296	1.575584	25.334002	17.818087	20.497892	54.745181	19.122294	22.971036	29.106824	23.167787	34.407499	25.464912	9.638695	32.171133	17.73302	22.586816	38.830647	22.357009	37.569074	33.415313	34.178934	38.249279	36.81891	53.282431	28.007574	34.835405	17.462498	9.065843	31.57566	9.79604	33.62542	35.743944	20.476971	25.13954	70.74954	57.777425	20.713142	23.710256	39.519112	23.761902	34.374275	34.985504	28.539499	18.683385	27.904438	20.702	46.507764	14.508134	38.78395	18.926619	27.612395	157.239042	45.457875	33.350258	22.134302	43.110637	14.703575	41.509271	16.596607	25.290927	21.494177	22.671823	24.654403	34.557527	20.84503
hsa-mir-1302-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-3	0.312565	0	0	0.666648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118347	0.116158	0	0	0	0	0.248597	0	0	0.338001	0.104362	0	0	0	0	0	0	0	0.124474	0	0	0	0	0	0.096118	0	0.105695	0	0	0	0	0	0	0	0	0	0	0	0	0.215837	0	0	0.139325	0	0	0.104255	0	0	0	0	0.104414	0	0	0	0	0	0	0	0	0	0	0	0.091299	0	0	0	0	0	0	0	0	0.142876	0	0	0	0	0	0	0	0	0.093716	0	0	0	0	0	0.093886	0	0	0	0.241802	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068084	0	0	0
hsa-mir-1302-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099964	0	0	0	0	0	0	0.104414	0	0.082448	0	0	0.080322	0.0949	0	0	0.101121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.449609	0	0	0	0.277776	0	0	0	0.055779	0	0	0	0	0	0	0	0	0	0.180254	0.080738	0	0	0	0	0	0	0	0	0	0	0	0	0.100458	0
hsa-mir-1304	0.312565	0.607547	0	0.666648	0	0.362666	0.726426	0	1.624951	0	0.35489	0.059499	0.389505	0.176009	0.393093	0.929852	0	1.015686	0.473389	0.116158	0.374382	1.724322	0.753109	3.327135	0.745791	1.622682	0.529659	2.873008	0.104362	0.576649	0	0.208815	0.27556	0.20412	0	0.197172	3.111853	0	0.155867	0.282273	0.127655	0.388731	0.096118	0.195811	0.105695	0	0	0.140361	0.400421	0.298659	0.136467	0.14906	0.289514	1.414196	0.397328	0.093225	0	0	0	1.468243	3.622443	0.099964	0.787792	0.417021	4.768221	0.14962	0.462635	0	0.83531	0.180228	0.412238	0.931191	0.148052	0.160645	0.4745	9.799827	0.448745	0.505607	0	0.782689	0	0.845415	0.305994	0.862943	0.44402	1.018457	0.544303	0.428528	1.773752	4.429165	0.791599	0	0.449609	0.349039	2.285413	0.267991	0.277776	7.990857	0.468582	0	0.111558	0.449337	0	0	0.281659	0	0.297871	0.38278	0.725407	0	3.785324	0.080738	1.089416	0	0.170154	1.085015	0.353366	0	0.150943	0	0.142084	0.233632	0.068084	0.181282	0.803663	0
hsa-mir-1305	0	0.911321	2.708984	0	0.303668	1.541331	0.363213	0.630331	2.708252	4.321103	0.975947	2.558472	1.502378	0.528027	0.982732	0.697389	1.425505	0.870588	1.656863	3.6009	0.748764	1.436935	0.502073	0.127967	2.485969	0.44255	0.926902	1.014003	1.669798	1.441623	0.158195	0.835261	1.102241	4.898883	0	1.971724	0.497897	0.231518	1.24694	0.846819	0.297862	0.971827	0.768942	0.783245	2.53667	0.510474	3.653714	0.701806	1.468212	0	0.955267	1.192484	0	4.351373	1.390649	2.33062	0	1.726697	1.245951	1.794519	0.835948	0.799715	0	3.23191	1.505754	0.897718	0	0	2.714759	2.25285	2.226086	0.884631	2.220777	1.526127	1.613302	0.933317	0.448745	0.606729	0.667373	2.191529	0.639091	1.690831	1.376974	0.719119	1.110051	2.418836	1.995778	0.535659	1.67521	0.285753	0.1979	0.487325	0.449609	1.396157	0.914165	2.679907	0.833328	1.682286	2.155478	1.796323	1.338699	0.898674	0	0.864833	1.03275	0.945913	1.191482	0.57417	2.418022	2.983381	0.901268	1.856974	3.631387	1.28828	1.020926	2.387033	2.355773	0.668344	0.452828	1.736854	0.426252	2.102691	0.272334	0.72513	1.406411	1.097107
hsa-mir-1306	2.187957	9.720756	8.126952	14.99958	3.340344	9.247984	13.075675	18.279588	8.124755	23.910103	0.887225	10.233888	6.45466	3.344173	16.706444	10.693295	14.611422	21.619608	12.781511	11.964282	8.985173	8.334224	18.827726	6.910204	21.627927	3.982946	10.990415	39.546112	10.436239	13.839581	8.700741	0.835261	14.053576	12.043087	18.558208	9.858619	6.597129	12.270476	12.235595	10.4441	4.935998	14.577404	10.188485	2.447641	9.036887	5.870451	14.386498	18.94877	3.87074	25.386017	12.009076	9.688932	8.685418	15.991297	18.475765	7.271533	1.461274	18.346153	10.123354	9.298873	10.449354	10.39629	1.772532	8.131902	12.798908	5.984786	20.510166	2.206419	6.995725	10.633453	15.912394	13.828183	9.475316	0.883547	10.533911	18.199678	1.196652	10.213269	18.352769	11.583798	3.743245	9.420342	9.485821	16.683568	9.102415	14.640323	15.059055	3.96388	4.532921	14.001876	5.640144	3.898599	8.767382	13.612532	8.379847	19.295329	17.777669	6.834285	13.214016	1.197549	9.482449	8.312733	0.932947	17.988533	5.257636	14.188697	3.574446	18.182048	6.286858	1.790028	5.948366	10.09225	12.346715	12.330679	7.827101	23.219317	10.012033	4.177152	12.075424	8.394795	12.50338	8.994846	10.552951	5.619754	9.945335	13.439559
